feature, period1, period2, PTSDperiod1_test_pvalue, PTSDperiod2_test_pvalue, PTSD_p_value, PTSD_mannwhitneyu_p_value, HCperiod1_test_pvalue, HCperiod2_test_pvalue, HC_p_value, HC_mannwhitneyu_p_value
0.00000000000000,0.00000000000000,1.00000000000000,0.90030592679977,0.98752093315125,0.92506086486582,0.76455259229988,0.00176836492028,0.27130225300789,0.91739649593132,0.78598286808392
0.00000000000000,0.00000000000000,2.00000000000000,0.90030592679977,0.42567455768585,0.96660283178544,0.85438957065344,0.00176836492028,0.60072612762451,0.96838805779588,0.95854236645334
0.00000000000000,1.00000000000000,2.00000000000000,0.98752093315125,0.42567455768585,0.87183201097863,0.99229460023344,0.27130225300789,0.60072612762451,0.89215308715001,0.90345485572652
1.00000000000000,0.00000000000000,1.00000000000000,0.22046811878681,0.39037045836449,0.99153425899270,0.86957573983818,0.37360146641731,0.47085458040237,0.99128256509127,0.77710682820998
1.00000000000000,0.00000000000000,2.00000000000000,0.22046811878681,0.97927546501160,0.76781880733580,1.00000000000000,0.37360146641731,0.85892933607101,0.79957683019075,0.72448426951826
1.00000000000000,1.00000000000000,2.00000000000000,0.39037045836449,0.97927546501160,0.77943305753682,0.94610125292093,0.47085458040237,0.85892933607101,0.81950689360122,0.52086961946861
2.00000000000000,0.00000000000000,1.00000000000000,0.00003686689888,0.61432909965515,0.62037986155661,0.18865238688886,0.00008900758985,0.00059120048536,0.60324340424588,0.63139518221533
2.00000000000000,0.00000000000000,2.00000000000000,0.00003686689888,0.15596351027489,0.70625140010608,0.30817421246320,0.00008900758985,0.01248645503074,0.64335810125786,0.76825920584247
2.00000000000000,1.00000000000000,2.00000000000000,0.61432909965515,0.15596351027489,0.81177648044840,0.86957573983818,0.00059120048536,0.01248645503074,0.88689526813300,0.92177975706716
3.00000000000000,0.00000000000000,1.00000000000000,0.00138506677467,0.21405370533466,0.61062556469470,0.97688658162951,0.94477462768555,0.22876301407814,0.50708169274603,0.50591694057300
3.00000000000000,0.00000000000000,2.00000000000000,0.00138506677467,0.37659695744514,0.74962804522182,0.74984101206064,0.94477462768555,0.68609422445297,0.65639988930500,0.44146738626944
3.00000000000000,1.00000000000000,2.00000000000000,0.21405370533466,0.37659695744514,0.17101979898610,0.35696212109178,0.22876301407814,0.68609422445297,0.35576406348333,0.35705869592141
4.00000000000000,0.00000000000000,1.00000000000000,0.74504673480988,0.70395839214325,0.35976784517190,0.35696212109178,0.53019517660141,0.19856965541840,0.43257615793029,0.40775505772592
4.00000000000000,0.00000000000000,2.00000000000000,0.74504673480988,0.06321108341217,0.83082921611844,0.73521731235087,0.53019517660141,0.39763113856316,0.80999214473057,0.59080244053939
4.00000000000000,1.00000000000000,2.00000000000000,0.70395839214325,0.06321108341217,0.08534751852796,0.08285994641483,0.19856965541840,0.39763113856316,0.37016405301035,0.33909725218234
5.00000000000000,0.00000000000000,1.00000000000000,0.45013478398323,0.07329249382019,0.79776149411057,0.66358078736812,0.89161050319672,0.47056266665459,0.70225501242870,0.99539158852372
5.00000000000000,0.00000000000000,2.00000000000000,0.45013478398323,0.15724140405655,0.67205021808219,0.69192078616470,0.89161050319672,0.67127388715744,0.62826672610322,0.60689855375927
5.00000000000000,1.00000000000000,2.00000000000000,0.07329249382019,0.15724140405655,0.36370456870292,0.38838001620024,0.47056266665459,0.67127388715744,0.46387415520402,0.35100742403233
6.00000000000000,0.00000000000000,1.00000000000000,0.00778630049899,0.02143212221563,0.58229945799045,0.16942174453288,0.04149843379855,0.00024353119079,0.62924593882583,0.76825920584247
6.00000000000000,0.00000000000000,2.00000000000000,0.00778630049899,0.00879012979567,0.82644077805591,0.74984101206064,0.04149843379855,0.04094092920423,0.82825852794425,0.63965145759278
6.00000000000000,1.00000000000000,2.00000000000000,0.02143212221563,0.00879012979567,0.59638374961292,0.63570081070065,0.00024353119079,0.04094092920423,0.78179419832460,0.71582913835425
7.00000000000000,0.00000000000000,1.00000000000000,0.00148175167851,0.65646362304688,0.56049323156325,0.23169402685016,0.00145575054921,0.00311414082535,0.59717736976870,0.81277067760516
7.00000000000000,0.00000000000000,2.00000000000000,0.00148175167851,0.04019556939602,0.61706397662471,0.21665488090366,0.00145575054921,0.01109211891890,0.63071767412686,0.50591694057300
7.00000000000000,1.00000000000000,2.00000000000000,0.65646362304688,0.04019556939602,0.82084448242956,0.56822338048369,0.00311414082535,0.01109211891890,0.91066985658724,0.76825920584247
8.00000000000000,0.00000000000000,1.00000000000000,0.71968013048172,0.10786522924900,0.95150392710123,0.58144985046238,0.17523840069771,0.28500607609749,0.92417273642207,0.77710682820998
8.00000000000000,0.00000000000000,2.00000000000000,0.71968013048172,0.03579068928957,0.53061216707431,0.66358078736812,0.17523840069771,0.39644464850426,0.43108783604227,0.44146738626944
8.00000000000000,1.00000000000000,2.00000000000000,0.10786522924900,0.03579068928957,0.37432549616532,0.49194561038166,0.28500607609749,0.39644464850426,0.46936935455427,0.40775505772592
9.00000000000000,0.00000000000000,1.00000000000000,0.00100592745002,0.00183989305515,0.99354934534783,0.60831356234848,0.09985301643610,0.00002289107579,0.99204401059602,0.97696095506888
9.00000000000000,0.00000000000000,2.00000000000000,0.00100592745002,0.00000659836815,0.83999350729725,0.72068628109992,0.09985301643610,0.00000161831304,0.79839695059283,0.47668923273227
9.00000000000000,1.00000000000000,2.00000000000000,0.00183989305515,0.00000659836815,0.81588951359641,0.77934717852622,0.00002289107579,0.00000161831304,0.79458859196431,0.94934059527293
